cancer,under_curve,run_type,sim,chap_removed
KIRC,0.6453688201057948,random,345,GRPEL2->DNAJC19->CLPP->SPG7->LONP1->HSPA9->HSCB->HTRA2->AFG3L2->HSPE1->DNAJA3->YME1L1->HSPD1->TRAP1->CLPX
KIRP,0.7205817620226105,random,345,HSPE1->YME1L1->HSPA9->HSPD1->CLPX->SPG7->AFG3L2->GRPEL2->DNAJA3->HSCB->DNAJC19->HTRA2->CLPP->TRAP1->LONP1
LIHC,0.5998250671980008,random,345,HSPD1->DNAJC19->CLPX->DNAJA3->AFG3L2->HSPE1->TRAP1->HSPA9->CLPP->GRPEL2->HSCB->YME1L1->SPG7->LONP1->HTRA2
LUAD,0.5768806714547661,random,345,GRPEL2->HSPA9->YME1L1->DNAJA3->DNAJC19->HSCB->TRAP1->CLPX->HSPE1->HSPD1->AFG3L2->LONP1->SPG7->HTRA2->CLPP
LUSC,0.5603713949455909,random,345,HSPA9->LONP1->DNAJA3->YME1L1->HSPD1->AFG3L2->HTRA2->HSPE1->CLPP->TRAP1->GRPEL2->HSCB->CLPX->DNAJC19->SPG7
PRAD,0.6257129219678881,random,345,LONP1->HSPA9->HTRA2->GRPEL2->CLPX->YME1L1->AFG3L2->DNAJA3->HSPE1->HSCB->TRAP1->DNAJC19->CLPP->HSPD1->SPG7
STAD,0.5943396314933448,random,345,DNAJC19->GRPEL2->DNAJA3->SPG7->HSPE1->CLPP->HSPA9->TRAP1->YME1L1->HTRA2->CLPX->AFG3L2->HSCB->HSPD1->LONP1
THCA,0.681362176458292,random,345,TRAP1->CLPX->CLPP->HSPE1->DNAJA3->HSPD1->HTRA2->YME1L1->SPG7->HSPA9->AFG3L2->HSCB->LONP1->GRPEL2->DNAJC19
UCEC,0.6085284258179917,random,345,DNAJA3->TRAP1->LONP1->CLPX->CLPP->GRPEL2->HSPE1->HSPD1->YME1L1->HSPA9->AFG3L2->HSCB->HTRA2->SPG7->DNAJC19
BRCA,0.5622812034497349,random,346,HSCB->SPG7->TRAP1->LONP1->CLPP->CLPX->DNAJC19->HSPD1->HSPA9->DNAJA3->HSPE1->GRPEL2->YME1L1->AFG3L2->HTRA2
COAD,0.6248470753988455,random,346,HSPD1->SPG7->CLPX->TRAP1->HTRA2->DNAJA3->YME1L1->HSPE1->AFG3L2->GRPEL2->LONP1->HSCB->HSPA9->CLPP->DNAJC19
HNSC,0.6113383298999339,random,346,HSPD1->TRAP1->HTRA2->HSPA9->YME1L1->CLPP->HSCB->CLPX->LONP1->DNAJA3->AFG3L2->SPG7->DNAJC19->HSPE1->GRPEL2
KIRC,0.6603003209485785,random,346,HTRA2->HSPE1->LONP1->TRAP1->HSPA9->YME1L1->GRPEL2->AFG3L2->SPG7->HSCB->DNAJC19->DNAJA3->CLPX->CLPP->HSPD1
KIRP,0.711440302831736,random,346,HTRA2->AFG3L2->DNAJC19->HSPD1->CLPX->SPG7->HSCB->HSPE1->LONP1->CLPP->TRAP1->DNAJA3->YME1L1->HSPA9->GRPEL2
LIHC,0.6181751235848982,random,346,TRAP1->DNAJA3->GRPEL2->DNAJC19->HTRA2->HSPD1->HSCB->YME1L1->AFG3L2->CLPP->LONP1->CLPX->HSPE1->HSPA9->SPG7
LUAD,0.5731637973415225,random,346,HSPE1->GRPEL2->HTRA2->HSCB->HSPD1->LONP1->SPG7->TRAP1->CLPP->YME1L1->AFG3L2->DNAJA3->HSPA9->DNAJC19->CLPX
LUSC,0.563933573786578,random,346,CLPP->AFG3L2->CLPX->GRPEL2->HSPD1->HSPE1->YME1L1->DNAJC19->HTRA2->TRAP1->HSPA9->HSCB->LONP1->SPG7->DNAJA3
PRAD,0.6345764463992654,random,346,DNAJC19->CLPX->LONP1->HSPA9->YME1L1->HTRA2->SPG7->HSCB->AFG3L2->GRPEL2->CLPP->HSPE1->HSPD1->DNAJA3->TRAP1
STAD,0.5958353034490398,random,346,CLPX->HSCB->HSPA9->DNAJC19->HSPD1->AFG3L2->YME1L1->HTRA2->TRAP1->HSPE1->SPG7->GRPEL2->LONP1->CLPP->DNAJA3
THCA,0.6918470263228154,random,346,CLPP->CLPX->HSPD1->HSCB->SPG7->AFG3L2->YME1L1->DNAJC19->DNAJA3->TRAP1->HSPA9->HTRA2->GRPEL2->LONP1->HSPE1
UCEC,0.5817029453499423,random,346,DNAJC19->CLPP->LONP1->SPG7->DNAJA3->GRPEL2->HSCB->HSPA9->CLPX->HSPD1->YME1L1->HTRA2->TRAP1->HSPE1->AFG3L2
BRCA,0.5591584191198572,random,347,HSPD1->AFG3L2->DNAJC19->TRAP1->YME1L1->HSPE1->CLPX->SPG7->DNAJA3->LONP1->GRPEL2->HSPA9->HTRA2->CLPP->HSCB
COAD,0.62416182511401,random,347,HSCB->CLPP->DNAJC19->CLPX->AFG3L2->TRAP1->HSPA9->HSPD1->HSPE1->DNAJA3->HTRA2->LONP1->SPG7->GRPEL2->YME1L1
HNSC,0.6048577952855777,random,347,HSPD1->TRAP1->AFG3L2->DNAJA3->HSCB->DNAJC19->LONP1->CLPX->CLPP->GRPEL2->SPG7->YME1L1->HTRA2->HSPE1->HSPA9
KIRC,0.666416964167778,random,347,CLPX->DNAJA3->HTRA2->CLPP->LONP1->HSPD1->YME1L1->TRAP1->AFG3L2->SPG7->HSPE1->GRPEL2->HSCB->HSPA9->DNAJC19
KIRP,0.7183815103400519,random,347,HSPD1->SPG7->CLPP->YME1L1->AFG3L2->DNAJC19->HSPE1->HTRA2->LONP1->CLPX->GRPEL2->HSCB->TRAP1->DNAJA3->HSPA9
LIHC,0.6170106914711952,random,347,DNAJA3->SPG7->GRPEL2->HSPE1->HSCB->HTRA2->TRAP1->YME1L1->CLPP->HSPD1->AFG3L2->LONP1->CLPX->HSPA9->DNAJC19
LUAD,0.5699182488116623,random,347,HSPE1->AFG3L2->HSCB->GRPEL2->DNAJC19->HTRA2->TRAP1->CLPX->CLPP->LONP1->HSPD1->HSPA9->DNAJA3->YME1L1->SPG7
LUSC,0.5521190540341498,random,347,YME1L1->AFG3L2->CLPX->GRPEL2->HSCB->HSPE1->HTRA2->DNAJA3->HSPD1->HSPA9->TRAP1->CLPP->LONP1->SPG7->DNAJC19
PRAD,0.6289129284018624,random,347,LONP1->TRAP1->GRPEL2->CLPP->HSPE1->AFG3L2->SPG7->HSPD1->HSCB->YME1L1->DNAJC19->HSPA9->CLPX->DNAJA3->HTRA2
STAD,0.6046886592613298,random,347,DNAJC19->CLPP->DNAJA3->LONP1->HTRA2->SPG7->HSPD1->AFG3L2->HSPE1->HSPA9->TRAP1->YME1L1->HSCB->GRPEL2->CLPX
THCA,0.6903664038481665,random,347,CLPP->AFG3L2->HTRA2->SPG7->DNAJC19->DNAJA3->LONP1->HSPA9->CLPX->HSPD1->GRPEL2->HSPE1->HSCB->YME1L1->TRAP1
UCEC,0.6003471188496128,random,347,AFG3L2->DNAJA3->CLPP->CLPX->TRAP1->LONP1->DNAJC19->YME1L1->HSPE1->SPG7->HSPA9->HTRA2->HSCB->GRPEL2->HSPD1
BRCA,0.562538820400266,random,348,CLPP->CLPX->TRAP1->HSPE1->YME1L1->HSPA9->GRPEL2->LONP1->DNAJC19->HTRA2->HSPD1->AFG3L2->DNAJA3->HSCB->SPG7
COAD,0.6402770045890749,random,348,GRPEL2->CLPX->TRAP1->HSPD1->DNAJA3->DNAJC19->HSCB->CLPP->LONP1->HSPA9->SPG7->HTRA2->YME1L1->HSPE1->AFG3L2
HNSC,0.6039884605968895,random,348,HSPE1->YME1L1->TRAP1->HSPD1->DNAJA3->HSCB->DNAJC19->CLPP->GRPEL2->LONP1->HSPA9->CLPX->SPG7->AFG3L2->HTRA2
KIRC,0.6381995185017447,random,348,HSPE1->CLPP->DNAJC19->CLPX->DNAJA3->YME1L1->AFG3L2->GRPEL2->TRAP1->HSPA9->HTRA2->SPG7->HSPD1->LONP1->HSCB
KIRP,0.7157442394712132,random,348,LONP1->YME1L1->SPG7->HSPA9->CLPP->DNAJA3->HSPD1->HTRA2->AFG3L2->HSCB->CLPX->GRPEL2->HSPE1->DNAJC19->TRAP1
LIHC,0.588736142360556,random,348,HSPD1->CLPX->CLPP->YME1L1->GRPEL2->DNAJC19->SPG7->HSCB->TRAP1->LONP1->HSPA9->DNAJA3->AFG3L2->HSPE1->HTRA2
LUAD,0.5740638235546368,random,348,DNAJC19->HSCB->HSPE1->AFG3L2->GRPEL2->SPG7->CLPP->HTRA2->HSPD1->YME1L1->LONP1->TRAP1->HSPA9->DNAJA3->CLPX
LUSC,0.5608894499739093,random,348,GRPEL2->HSPA9->HSPE1->AFG3L2->HSPD1->DNAJA3->SPG7->HTRA2->TRAP1->YME1L1->CLPP->HSCB->DNAJC19->LONP1->CLPX
PRAD,0.6170555892547882,random,348,CLPP->HSCB->YME1L1->DNAJA3->DNAJC19->HSPA9->GRPEL2->HSPE1->LONP1->AFG3L2->HSPD1->TRAP1->HTRA2->SPG7->CLPX
STAD,0.5992158907310097,random,348,HTRA2->YME1L1->HSPA9->AFG3L2->GRPEL2->HSCB->HSPD1->CLPP->DNAJA3->CLPX->HSPE1->SPG7->DNAJC19->TRAP1->LONP1
THCA,0.7038903306335073,random,348,TRAP1->HSPE1->LONP1->AFG3L2->CLPP->HSPD1->DNAJA3->HSCB->SPG7->HSPA9->CLPX->GRPEL2->DNAJC19->HTRA2->YME1L1
UCEC,0.6160121590267322,random,348,HSPD1->HSCB->DNAJA3->TRAP1->YME1L1->AFG3L2->HTRA2->HSPA9->LONP1->HSPE1->GRPEL2->DNAJC19->CLPX->SPG7->CLPP
BRCA,0.5710407211083758,random,349,HSCB->CLPP->HTRA2->HSPA9->GRPEL2->AFG3L2->YME1L1->SPG7->CLPX->LONP1->DNAJC19->HSPE1->HSPD1->TRAP1->DNAJA3
COAD,0.6347846654393637,random,349,HTRA2->HSPD1->CLPP->LONP1->AFG3L2->HSPE1->HSPA9->YME1L1->DNAJA3->HSCB->GRPEL2->DNAJC19->TRAP1->SPG7->CLPX
HNSC,0.59001143007443,random,349,TRAP1->LONP1->YME1L1->HSCB->HSPE1->HTRA2->CLPP->AFG3L2->GRPEL2->HSPD1->CLPX->DNAJA3->HSPA9->SPG7->DNAJC19
KIRC,0.6512872761023102,random,349,HSPD1->CLPX->HSPE1->YME1L1->HSPA9->CLPP->AFG3L2->DNAJA3->DNAJC19->LONP1->SPG7->HSCB->GRPEL2->HTRA2->TRAP1
KIRP,0.6995161974271122,random,349,SPG7->HSPA9->HTRA2->DNAJA3->DNAJC19->AFG3L2->TRAP1->HSPD1->HSPE1->LONP1->CLPP->YME1L1->GRPEL2->CLPX->HSCB
LIHC,0.6174328245399219,random,349,CLPP->HSPD1->AFG3L2->HTRA2->HSPA9->CLPX->GRPEL2->HSCB->HSPE1->DNAJA3->TRAP1->DNAJC19->YME1L1->LONP1->SPG7
LUAD,0.5687354187807088,random,349,HSPD1->GRPEL2->SPG7->AFG3L2->LONP1->HSPA9->DNAJA3->HSPE1->CLPX->DNAJC19->HTRA2->YME1L1->HSCB->TRAP1->CLPP
LUSC,0.564330300527205,random,349,HTRA2->LONP1->CLPX->CLPP->HSPA9->GRPEL2->SPG7->HSCB->DNAJC19->DNAJA3->HSPE1->YME1L1->AFG3L2->HSPD1->TRAP1
PRAD,0.6149104324749877,random,349,LONP1->HTRA2->CLPX->CLPP->HSCB->YME1L1->HSPE1->GRPEL2->SPG7->HSPD1->AFG3L2->TRAP1->HSPA9->DNAJC19->DNAJA3
STAD,0.5839500082392893,random,349,CLPP->AFG3L2->HSCB->YME1L1->TRAP1->LONP1->HSPD1->SPG7->GRPEL2->HSPA9->DNAJA3->HTRA2->CLPX->DNAJC19->HSPE1
THCA,0.6673095209953129,random,349,SPG7->HSPE1->HSPD1->LONP1->CLPP->DNAJC19->HSCB->CLPX->AFG3L2->TRAP1->YME1L1->GRPEL2->HSPA9->HTRA2->DNAJA3
UCEC,0.6025035821848123,random,349,HSPD1->DNAJC19->CLPX->HSCB->AFG3L2->LONP1->HSPA9->HTRA2->SPG7->TRAP1->GRPEL2->DNAJA3->YME1L1->CLPP->HSPE1
BRCA,0.5644117291073901,random,350,HTRA2->SPG7->HSPE1->HSPA9->LONP1->DNAJC19->HSCB->CLPX->DNAJA3->HSPD1->YME1L1->GRPEL2->CLPP->AFG3L2->TRAP1
COAD,0.6301544370654373,random,350,CLPX->HSPE1->HSCB->DNAJC19->CLPP->SPG7->AFG3L2->TRAP1->DNAJA3->YME1L1->LONP1->GRPEL2->HSPD1->HSPA9->HTRA2
HNSC,0.5915452607976994,random,350,GRPEL2->YME1L1->DNAJC19->HSCB->DNAJA3->LONP1->SPG7->CLPX->HSPE1->AFG3L2->HSPA9->TRAP1->HSPD1->HTRA2->CLPP
KIRC,0.6710465966727792,random,350,CLPX->TRAP1->DNAJC19->AFG3L2->HTRA2->HSPA9->HSPD1->DNAJA3->SPG7->CLPP->YME1L1->HSPE1->GRPEL2->HSCB->LONP1
KIRP,0.7286109858740204,random,350,HSCB->GRPEL2->HTRA2->HSPD1->CLPX->HSPE1->DNAJA3->AFG3L2->HSPA9->DNAJC19->YME1L1->SPG7->CLPP->TRAP1->LONP1
LIHC,0.6139690073378237,random,350,HSPD1->GRPEL2->AFG3L2->DNAJA3->DNAJC19->HSPA9->YME1L1->SPG7->LONP1->HTRA2->HSPE1->HSCB->CLPX->CLPP->TRAP1
LUAD,0.5809016670108269,random,350,CLPP->DNAJA3->YME1L1->HSCB->LONP1->HTRA2->SPG7->TRAP1->CLPX->HSPD1->HSPE1->DNAJC19->GRPEL2->AFG3L2->HSPA9
LUSC,0.5666095685068792,random,350,AFG3L2->CLPP->YME1L1->LONP1->TRAP1->HSPE1->DNAJA3->HTRA2->SPG7->DNAJC19->HSPD1->CLPX->GRPEL2->HSCB->HSPA9
PRAD,0.6249316016914103,random,350,HSPD1->HTRA2->HSPE1->HSCB->AFG3L2->YME1L1->LONP1->SPG7->GRPEL2->DNAJA3->CLPP->HSPA9->CLPX->TRAP1->DNAJC19
STAD,0.5865107703308281,random,350,HSPA9->HSCB->DNAJC19->LONP1->CLPX->TRAP1->GRPEL2->HTRA2->DNAJA3->SPG7->YME1L1->HSPD1->CLPP->AFG3L2->HSPE1
THCA,0.6964406868915003,random,350,SPG7->AFG3L2->DNAJA3->HSPD1->HSCB->HSPE1->CLPX->CLPP->TRAP1->YME1L1->HSPA9->DNAJC19->HTRA2->LONP1->GRPEL2
UCEC,0.6020361102340023,random,350,YME1L1->TRAP1->HSPA9->CLPP->DNAJC19->SPG7->LONP1->GRPEL2->DNAJA3->HTRA2->CLPX->HSCB->HSPD1->AFG3L2->HSPE1
BRCA,0.5568296856300892,random,351,HSPA9->HSPD1->CLPX->DNAJC19->AFG3L2->HTRA2->HSPE1->DNAJA3->CLPP->HSCB->SPG7->YME1L1->TRAP1->GRPEL2->LONP1
COAD,0.6481918842931133,random,351,HTRA2->HSPA9->HSPE1->GRPEL2->CLPX->TRAP1->HSCB->CLPP->DNAJC19->HSPD1->YME1L1->LONP1->SPG7->DNAJA3->AFG3L2
HNSC,0.5877860726988478,random,351,DNAJA3->SPG7->HTRA2->CLPX->DNAJC19->HSCB->LONP1->CLPP->TRAP1->AFG3L2->GRPEL2->HSPA9->YME1L1->HSPD1->HSPE1
KIRC,0.6762985268974453,random,351,DNAJC19->HSPD1->AFG3L2->YME1L1->HTRA2->HSPE1->HSPA9->LONP1->TRAP1->CLPX->DNAJA3->SPG7->CLPP->GRPEL2->HSCB
KIRP,0.7383540791999085,random,351,CLPX->GRPEL2->HSCB->HSPE1->DNAJA3->LONP1->TRAP1->HSPA9->SPG7->AFG3L2->HSPD1->HTRA2->YME1L1->CLPP->DNAJC19
LIHC,0.6113326082088869,random,351,HSCB->TRAP1->HSPD1->SPG7->HTRA2->CLPX->HSPE1->AFG3L2->DNAJC19->YME1L1->DNAJA3->CLPP->LONP1->HSPA9->GRPEL2
LUAD,0.5627592794303065,random,351,HSPA9->SPG7->AFG3L2->HSCB->HSPE1->YME1L1->GRPEL2->CLPX->LONP1->DNAJC19->HTRA2->DNAJA3->CLPP->HSPD1->TRAP1
LUSC,0.56347635078378,random,351,HSPD1->SPG7->HTRA2->TRAP1->YME1L1->HSCB->CLPX->CLPP->HSPE1->DNAJA3->DNAJC19->HSPA9->GRPEL2->AFG3L2->LONP1
PRAD,0.6162293809065882,random,351,HSPE1->TRAP1->DNAJC19->HSPA9->LONP1->AFG3L2->HSCB->CLPX->YME1L1->DNAJA3->SPG7->GRPEL2->HSPD1->HTRA2->CLPP
STAD,0.6005993162272218,random,351,HSCB->HSPD1->SPG7->CLPP->HSPE1->GRPEL2->HSPA9->LONP1->DNAJA3->DNAJC19->AFG3L2->HTRA2->CLPX->TRAP1->YME1L1
THCA,0.6869357475720093,random,351,DNAJA3->GRPEL2->DNAJC19->AFG3L2->YME1L1->HSCB->HTRA2->TRAP1->HSPD1->SPG7->HSPE1->CLPX->LONP1->HSPA9->CLPP
UCEC,0.598517888231124,random,351,AFG3L2->YME1L1->SPG7->CLPP->CLPX->DNAJC19->HTRA2->LONP1->HSCB->HSPD1->HSPE1->GRPEL2->DNAJA3->TRAP1->HSPA9
BRCA,0.5529701974123482,random,352,TRAP1->HSPA9->HSPD1->SPG7->GRPEL2->HSPE1->LONP1->CLPX->HSCB->DNAJC19->DNAJA3->AFG3L2->YME1L1->HTRA2->CLPP
COAD,0.6236272502494613,random,352,TRAP1->HSPA9->LONP1->GRPEL2->SPG7->HSCB->HSPD1->DNAJA3->YME1L1->HTRA2->AFG3L2->HSPE1->CLPX->DNAJC19->CLPP
HNSC,0.6091819306656662,random,352,CLPP->HSPE1->YME1L1->HSPD1->AFG3L2->GRPEL2->SPG7->HTRA2->LONP1->HSCB->TRAP1->HSPA9->DNAJA3->DNAJC19->CLPX
KIRC,0.6561108746570237,random,352,HSPA9->CLPX->HSPD1->HSCB->CLPP->HTRA2->SPG7->HSPE1->YME1L1->GRPEL2->DNAJC19->LONP1->TRAP1->DNAJA3->AFG3L2
KIRP,0.7263690818346401,random,352,HSPD1->DNAJA3->HSPE1->GRPEL2->DNAJC19->HSCB->HTRA2->AFG3L2->CLPX->SPG7->CLPP->YME1L1->HSPA9->LONP1->TRAP1
LIHC,0.613391215865359,random,352,HSPD1->HSCB->LONP1->SPG7->GRPEL2->HSPA9->AFG3L2->TRAP1->HSPE1->DNAJA3->YME1L1->CLPX->DNAJC19->HTRA2->CLPP
LUAD,0.5791032906297773,random,352,HSCB->HSPD1->GRPEL2->HTRA2->CLPX->AFG3L2->DNAJC19->HSPE1->TRAP1->YME1L1->LONP1->CLPP->DNAJA3->SPG7->HSPA9
LUSC,0.5576515837532197,random,352,CLPX->HSPA9->CLPP->HTRA2->HSPE1->HSCB->AFG3L2->GRPEL2->TRAP1->LONP1->HSPD1->DNAJA3->YME1L1->DNAJC19->SPG7
PRAD,0.6227958951953048,random,352,GRPEL2->SPG7->YME1L1->HSCB->HSPD1->CLPX->AFG3L2->LONP1->DNAJA3->DNAJC19->CLPP->HSPE1->HSPA9->TRAP1->HTRA2
STAD,0.5999510852789112,random,352,HSPA9->GRPEL2->CLPX->LONP1->HSPE1->HTRA2->SPG7->YME1L1->HSCB->TRAP1->HSPD1->DNAJC19->CLPP->DNAJA3->AFG3L2
THCA,0.6920051252828536,random,352,LONP1->CLPX->AFG3L2->CLPP->SPG7->HSCB->TRAP1->HSPA9->YME1L1->DNAJC19->GRPEL2->HTRA2->HSPD1->HSPE1->DNAJA3
UCEC,0.6036369262867003,random,352,HTRA2->LONP1->DNAJA3->TRAP1->CLPX->GRPEL2->AFG3L2->CLPP->SPG7->DNAJC19->HSPE1->YME1L1->HSPD1->HSCB->HSPA9
BRCA,0.5632501878022249,random,353,HSPD1->AFG3L2->CLPP->HSCB->DNAJC19->SPG7->HSPE1->TRAP1->GRPEL2->DNAJA3->YME1L1->LONP1->HTRA2->CLPX->HSPA9
COAD,0.6160851508294068,random,353,HSCB->DNAJC19->AFG3L2->LONP1->SPG7->HSPE1->DNAJA3->GRPEL2->HSPA9->YME1L1->CLPP->CLPX->HTRA2->HSPD1->TRAP1
HNSC,0.5901815203959848,random,353,CLPX->HSPD1->DNAJC19->LONP1->SPG7->AFG3L2->CLPP->HSCB->GRPEL2->TRAP1->DNAJA3->YME1L1->HSPA9->HTRA2->HSPE1
KIRC,0.6633863174432797,random,353,HSCB->HSPD1->CLPP->TRAP1->GRPEL2->HSPA9->LONP1->DNAJC19->HTRA2->HSPE1->AFG3L2->CLPX->SPG7->YME1L1->DNAJA3
KIRP,0.716389366234331,random,353,YME1L1->AFG3L2->TRAP1->HTRA2->CLPP->HSCB->HSPE1->DNAJA3->SPG7->HSPA9->GRPEL2->DNAJC19->CLPX->HSPD1->LONP1
LIHC,0.6101882457073944,random,353,YME1L1->TRAP1->LONP1->CLPX->HSCB->HSPE1->SPG7->CLPP->DNAJA3->HSPA9->GRPEL2->HSPD1->AFG3L2->HTRA2->DNAJC19
LUAD,0.5613204798475095,random,353,HSCB->GRPEL2->HSPA9->DNAJA3->SPG7->LONP1->CLPP->HTRA2->DNAJC19->YME1L1->AFG3L2->CLPX->TRAP1->HSPE1->HSPD1
LUSC,0.5560989188236902,random,353,SPG7->TRAP1->HSPD1->AFG3L2->CLPX->DNAJA3->YME1L1->CLPP->HSPA9->HSCB->GRPEL2->DNAJC19->HSPE1->HTRA2->LONP1
PRAD,0.6078671043770302,random,353,CLPP->HSPE1->CLPX->LONP1->HSPD1->DNAJA3->DNAJC19->GRPEL2->TRAP1->YME1L1->HTRA2->HSPA9->SPG7->AFG3L2->HSCB
STAD,0.5946791126391207,random,353,YME1L1->SPG7->HSPA9->LONP1->HSPE1->AFG3L2->HSPD1->HTRA2->TRAP1->HSCB->DNAJC19->GRPEL2->CLPX->CLPP->DNAJA3
THCA,0.6890335440443972,random,353,DNAJC19->CLPX->YME1L1->CLPP->LONP1->GRPEL2->DNAJA3->SPG7->AFG3L2->HSPA9->TRAP1->HSPE1->HSPD1->HTRA2->HSCB
UCEC,0.596144959767503,random,353,CLPP->YME1L1->LONP1->DNAJC19->GRPEL2->HTRA2->CLPX->HSCB->AFG3L2->SPG7->DNAJA3->HSPE1->HSPD1->HSPA9->TRAP1
BRCA,0.5543425764634746,random,354,DNAJA3->SPG7->YME1L1->HTRA2->AFG3L2->HSPE1->HSCB->CLPX->HSPA9->TRAP1->LONP1->DNAJC19->HSPD1->GRPEL2->CLPP
COAD,0.630439038185597,random,354,HSCB->CLPX->HSPE1->AFG3L2->TRAP1->HTRA2->DNAJC19->HSPA9->CLPP->YME1L1->DNAJA3->HSPD1->SPG7->LONP1->GRPEL2
HNSC,0.6055411077477473,random,354,LONP1->SPG7->HSPD1->AFG3L2->DNAJA3->YME1L1->GRPEL2->CLPP->TRAP1->CLPX->HTRA2->HSPE1->HSCB->DNAJC19->HSPA9
KIRC,0.6479604089697356,random,354,AFG3L2->DNAJC19->CLPP->HSCB->HSPD1->HSPE1->LONP1->TRAP1->SPG7->CLPX->YME1L1->GRPEL2->DNAJA3->HTRA2->HSPA9
KIRP,0.7218995898802643,random,354,CLPP->HSCB->DNAJA3->HSPD1->LONP1->HTRA2->YME1L1->HSPA9->CLPX->TRAP1->AFG3L2->GRPEL2->SPG7->DNAJC19->HSPE1
LIHC,0.6118618452897109,random,354,YME1L1->AFG3L2->DNAJC19->TRAP1->HTRA2->CLPX->GRPEL2->HSPA9->CLPP->HSCB->HSPE1->HSPD1->LONP1->DNAJA3->SPG7
LUAD,0.5674293102621162,random,354,LONP1->SPG7->CLPP->DNAJC19->HTRA2->TRAP1->HSCB->HSPE1->CLPX->GRPEL2->YME1L1->DNAJA3->HSPD1->AFG3L2->HSPA9
LUSC,0.565667339438736,random,354,GRPEL2->HSPA9->HSCB->HSPD1->SPG7->HSPE1->TRAP1->CLPX->LONP1->DNAJC19->DNAJA3->CLPP->YME1L1->AFG3L2->HTRA2
PRAD,0.6106476980570756,random,354,AFG3L2->LONP1->HSCB->CLPX->HTRA2->DNAJA3->GRPEL2->YME1L1->HSPA9->SPG7->HSPE1->DNAJC19->TRAP1->HSPD1->CLPP
STAD,0.5971685072131416,random,354,TRAP1->HSPE1->CLPX->HSCB->HSPA9->AFG3L2->DNAJC19->SPG7->LONP1->HSPD1->YME1L1->HTRA2->DNAJA3->CLPP->GRPEL2
THCA,0.687709835724134,random,354,SPG7->HSPD1->GRPEL2->CLPX->CLPP->DNAJA3->DNAJC19->TRAP1->HSCB->HSPE1->HSPA9->LONP1->HTRA2->AFG3L2->YME1L1
UCEC,0.595112470325861,random,354,GRPEL2->HSPE1->SPG7->HSCB->YME1L1->CLPX->HSPD1->CLPP->TRAP1->DNAJC19->AFG3L2->LONP1->HTRA2->DNAJA3->HSPA9
BRCA,0.5693321378663028,random,355,HTRA2->AFG3L2->HSPE1->GRPEL2->CLPP->HSPD1->HSPA9->DNAJA3->LONP1->SPG7->YME1L1->TRAP1->HSCB->CLPX->DNAJC19
COAD,0.6323810025289647,random,355,GRPEL2->HSPD1->DNAJA3->HTRA2->SPG7->YME1L1->HSPA9->LONP1->DNAJC19->TRAP1->HSCB->CLPP->AFG3L2->CLPX->HSPE1
HNSC,0.6177791759875463,random,355,CLPP->HSPA9->AFG3L2->CLPX->HSPE1->DNAJC19->HSCB->SPG7->LONP1->DNAJA3->YME1L1->HSPD1->HTRA2->TRAP1->GRPEL2
KIRC,0.6274319541444259,random,355,SPG7->HTRA2->TRAP1->YME1L1->HSCB->CLPP->GRPEL2->HSPD1->LONP1->HSPA9->DNAJC19->CLPX->HSPE1->DNAJA3->AFG3L2
KIRP,0.7027697115142431,random,355,YME1L1->HSCB->SPG7->HSPD1->GRPEL2->AFG3L2->DNAJA3->HSPE1->HTRA2->LONP1->HSPA9->CLPX->TRAP1->CLPP->DNAJC19
LIHC,0.5945095139284751,random,355,HSPE1->CLPX->HTRA2->DNAJC19->HSPD1->SPG7->DNAJA3->GRPEL2->CLPP->HSCB->AFG3L2->LONP1->HSPA9->TRAP1->YME1L1
LUAD,0.5666816195270121,random,355,HSPE1->CLPP->HSPD1->HSCB->SPG7->DNAJA3->TRAP1->HSPA9->DNAJC19->HTRA2->GRPEL2->LONP1->YME1L1->AFG3L2->CLPX
LUSC,0.5493556003949125,random,355,HSPE1->HSCB->SPG7->HTRA2->HSPD1->LONP1->TRAP1->DNAJA3->GRPEL2->HSPA9->CLPP->CLPX->AFG3L2->DNAJC19->YME1L1
PRAD,0.6240913399776282,random,355,HSCB->LONP1->TRAP1->GRPEL2->DNAJC19->SPG7->HSPA9->YME1L1->CLPX->DNAJA3->CLPP->HSPD1->HSPE1->AFG3L2->HTRA2
STAD,0.5996685286270276,random,355,HSPA9->GRPEL2->AFG3L2->LONP1->YME1L1->HSPD1->HSCB->CLPP->HTRA2->TRAP1->SPG7->DNAJA3->CLPX->HSPE1->DNAJC19
THCA,0.6913342499481101,random,355,CLPX->CLPP->HSPD1->HSCB->GRPEL2->LONP1->HSPA9->AFG3L2->DNAJA3->HTRA2->TRAP1->HSPE1->SPG7->DNAJC19->YME1L1
UCEC,0.5930606283966599,random,355,DNAJC19->DNAJA3->HSPE1->HSPA9->LONP1->SPG7->TRAP1->YME1L1->CLPX->HSPD1->HSCB->GRPEL2->HTRA2->CLPP->AFG3L2
BRCA,0.5684294772725407,random,356,YME1L1->AFG3L2->HSCB->CLPP->TRAP1->GRPEL2->DNAJC19->CLPX->HTRA2->HSPD1->HSPA9->HSPE1->LONP1->SPG7->DNAJA3
COAD,0.6289418058924043,random,356,GRPEL2->HSPA9->LONP1->HSPE1->SPG7->YME1L1->HTRA2->CLPX->CLPP->HSCB->AFG3L2->TRAP1->DNAJA3->DNAJC19->HSPD1
